"PROVA Z",""
"Z 01‐D","Z 46‐A"
"Z 02‐C","Z 47‐C"
"Z 03‐C","Z 48‐E"
"Z 04‐B","Z 49‐A"
"Z 05‐C","Z 50‐E"
"Z 06‐B","Z 51‐E"
"Z 07‐E","Z 52‐D"
"Z 08‐A","Z 53‐D"
"Z 09‐A","Z 54‐C"
"Z 10‐D","Z 55‐B"
"Z 11‐E","Z 56‐B"
"Z 12‐B","Z 57‐D"
"Z 13‐C","Z 58‐B"
"Z 14‐E","Z 59‐C"
"Z 15‐D","Z 60‐D"
"Z 16‐E","Z 61‐C"
"Z 17‐ ANULADA","Z 62‐A"
"Z 18‐C","Z 63‐B"
"Z 19‐D","Z 64‐E"
"Z 20‐B","Z 65‐D"
"Z 21‐A","Z 66‐E"
"Z 22‐D","Z 67‐A"
"Z 23‐A","Z 68‐B"
"Z 24‐E","Z 69‐C"
"Z 25‐A","Z 70‐C"
"Z 26‐C","Z 71‐E"
"Z 27‐A","Z 72‐B"
"Z 28‐A","Z 73‐D"
"Z 29‐E","Z 74‐A"
"Z 30‐E","Z 75‐D"
"Z 31‐B","Z 76‐A"
"Z 32‐C","Z 77‐E"
"Z 33‐B","Z 78‐C"
"Z 34‐D","Z 79‐B"
"Z 35‐B","Z 80‐B"
"Z 36‐A","Z 81‐A"
"Z 37‐C","Z 82‐E"
"Z 38‐B","Z 83‐A"
"Z 39‐D","Z 84‐D"
"Z 40‐D","Z 85‐E"
"Z 41‐C","Z 86‐C"
"Z 42‐D","Z 87‐C"
"Z 43‐A","Z 88‐B"
"Z 44‐E","Z 89‐E"
"Z 45‐E","Z 90‐B"
