"PROVA K",""
"K 01‐E","K 46‐B"
"K 02‐A","K 47‐C"
"K 03‐C","K 48‐D"
"K 04‐A","K 49‐C"
"K 05‐A","K 50‐A"
"K 06‐E","K 51‐B"
"K 07‐E","K 52‐E"
"K 08‐B","K 53‐D"
"K 09‐C","K 54‐E"
"K 10‐B","K 55‐A"
"K 11‐D","K 56‐D"
"K 12‐B","K 57‐C"
"K 13‐A","K 58‐C"
"K 14‐C","K 59‐B"
"K 15‐B","K 60‐C"
"K 16‐D","K 61‐B"
"K 17‐D","K 62‐E"
"K 18‐C","K 63‐A"
"K 19‐D","K 64‐A"
"K 20‐A","K 65‐D"
"K 21‐E","K 66‐E"
"K 22‐E","K 67‐B"
"K 23‐B","K 68‐A"
"K 24‐A","K 69‐C"
"K 25‐E","K 70‐E"
"K 26‐A","K 71‐A"
"K 27‐D","K 72‐E"
"K 28‐E","K 73‐E"
"K 29‐C","K 74‐D"
"K 30‐C","K 75‐D"
"K 31‐B","K 76‐C"
"K 32‐E","K 77‐B"
"K 33‐B","K 78‐B"
"K 34‐C","K 79‐B"
"K 35‐E","K 80‐C"
"K 36‐D","K 81‐C"
"K 37‐E","K 82‐E"
"K 38‐ ANULADA","K 83‐B"
"K 39‐C","K 84‐D"
"K 40‐D","K 85‐A"
"K 41‐B","K 86‐D"
"K 42‐A","K 87‐A"
"K 43‐D","K 88‐E"
"K 44‐A","K 89‐C"
"K 45‐D","K 90‐B"
