"PROVA K",""
"01‐C","46‐C"
"02‐A","47‐D"
"03‐D","48‐D"
"04‐E","49‐A"
"05‐E","50‐C"
"06‐B","51‐C"
"07‐A","52‐C"
"08‐C","53‐B"
"09‐E","54‐A"
"10‐B","55‐E"
"11‐D","56‐B"
"12‐A","57‐D"
"13‐B","58‐D"
"14‐D","59‐B"
"15‐E","60‐D"
"16‐C","61‐E"
"17‐A","62‐E"
"18‐D","63‐A"
"19‐E","64‐E"
"20‐E","65‐A"
"21‐C","66‐B"
"22‐B","67‐E"
"23‐A","68‐D"
"24‐E","69‐A"
"25‐D","70‐A"
"26‐D","71‐D"
"27‐B","72‐E"
"28‐C","73‐B"
"29‐E","74‐D"
"30‐A","75‐C"
"31‐B","76‐C"
"32‐C","77‐E"
"33‐C","78‐B"
"34‐A","79‐E"
"35‐B","80‐D"
"36‐B","81‐B"
"37‐E","82‐C"
"38‐B","83‐C"
"39‐A","84‐D"
"40‐C","85‐E"
"41‐E","86‐D"
"42‐C","87‐D"
"43‐B","88‐E"
"44‐D","89‐A"
"45‐A","90‐E"
