"PROVA X",""
"01‐E","46‐C"
"02‐D","47‐D"
"03‐D","48‐D"
"04‐B","49‐A"
"05‐C","50‐C"
"06‐E","51‐C"
"07‐A","52‐C"
"08‐B","53‐B"
"09‐C","54‐A"
"10‐C","55‐E"
"11‐A","56‐B"
"12‐B","57‐D"
"13‐C","58‐D"
"14‐A","59‐B"
"15‐D","60‐D"
"16‐E","61‐E"
"17‐E","62‐E"
"18‐B","63‐A"
"19‐A","64‐D"
"20‐C","65‐B"
"21‐E","66‐C"
"22‐B","67‐C"
"23‐D","68‐D"
"24‐A","69‐E"
"25‐B","70‐D"
"26‐D","71‐D"
"27‐E","72‐E"
"28‐C","73‐A"
"29‐A","74‐E"
"30‐D","75‐A"
"31‐E","76‐A"
"32‐E","77‐D"
"33‐C","78‐E"
"34‐B","79‐B"
"35‐A","80‐D"
"36‐B","81‐C"
"37‐E","82‐C"
"38‐B","83‐E"
"39‐A","84‐B"
"40‐C","85‐E"
"41‐E","86‐E"
"42‐C","87‐A"
"43‐B","88‐B"
"44‐D","89‐E"
"45‐A","90‐D"
