"PROVA V",""
"V 01‐ E","V 46‐ B"
"V 02‐ B","V 47‐ B"
"V 03‐ C","V 48‐ D"
"V 04‐ C","V 49‐ D"
"V 05‐ A","V 50‐ A"
"V 06‐ D","V 51‐ C"
"V 07‐ E","V 52‐ D"
"V 08‐ B","V 53‐ B"
"V 09‐ A","V 54‐ E"
"V 10‐ B","V 55‐ E"
"V 11‐ D","V 56‐ A"
"V 12‐ C","V 57‐ E"
"V 13‐ B","V 58‐ D"
"V 14‐ A","V 59‐ E"
"V 15‐ D","V 60‐ A"
"V 16‐ C","V 61‐ D"
"V 17‐ E","V 62‐ D"
"V 18‐ D","V 63‐ B"
"V 19‐ D","V 64‐ C"
"V 20‐ B","V 65‐ B"
"V 21‐ E","V 66‐ C"
"V 22‐ B","V 67‐ A"
"V 23‐ C","V 68‐ A"
"V 24‐ B","V 69‐ C"
"V 25‐ A","V 70‐ D"
"V 26‐ C","V 71‐ A"
"V 27‐ E","V 72‐ C"
"V 28‐ E","V 73‐ D"
"V 29‐ C","V 74‐ E"
"V 30‐ A","V 75‐ A"
"V 31‐ B","V 76‐ B"
"V 32‐ E","V 77‐ C"
"V 33‐ D","V 78‐ E"
"V 34‐ C","V 79‐ B"
"V 35‐ D","V 80‐ E"
"V 36‐ B","V 81‐ E"
"V 37‐ E","V 82‐ B"
"V 38‐ C","V 83‐ D"
"V 39‐ B","V 84‐ A"
"V 40‐ D","V 85‐ D"
"V 41‐ E","V 86‐ B"
"V 42‐ C","V 87‐ A"
"V 43‐ A","V 88‐ C"
"V 44‐ A","V 89‐ C"
"V 45‐ D","V 90‐ D"
