"PROVA Q",""
"Q 01‐ C","Q 46‐ A"
"Q 02‐ A","Q 47‐ B"
"Q 03‐ D","Q 48‐ D"
"Q 04‐ B","Q 49‐ E"
"Q 05‐ D","Q 50‐ B"
"Q 06‐ B","Q 51‐ C"
"Q 07‐ A","Q 52‐ E"
"Q 08‐ E","Q 53‐ C"
"Q 09‐ C","Q 54‐ B"
"Q 10‐ E","Q 55‐ D"
"Q 11‐ B","Q 56‐ E"
"Q 12‐ C","Q 57‐ A"
"Q 13‐ D","Q 58‐ A"
"Q 14‐ A","Q 59‐ D"
"Q 15‐ A","Q 60‐ C"
"Q 16‐ B","Q 61‐ B"
"Q 17‐ C","Q 62‐ E"
"Q 18‐ B","Q 63‐ E"
"Q 19‐ C","Q 64‐ D"
"Q 20‐ D","Q 65‐ A"
"Q 21‐ B","Q 66‐ C"
"Q 22‐ E","Q 67‐ D"
"Q 23‐ D","Q 68‐ E"
"Q 24‐ B","Q 69‐ C"
"Q 25‐ A","Q 70‐ B"
"Q 26‐ B","Q 71‐ A"
"Q 27‐ E","Q 72‐ B"
"Q 28‐ A","Q 73‐ D"
"Q 29‐ C","Q 74‐ B"
"Q 30‐ E","Q 75‐ C"
"Q 31‐ C","Q 76‐ D"
"Q 32‐ D","Q 77‐ A"
"Q 33‐ C","Q 78‐ A"
"Q 34‐ B","Q 79‐ D"
"Q 35‐ E","Q 80‐ E"
"Q 36‐ C","Q 81‐ C"
"Q 37‐ E","Q 82‐ D"
"Q 38‐ B","Q 83‐ B"
"Q 39‐ B","Q 84‐ B"
"Q 40‐ D","Q 85‐ C"
"Q 41‐ C","Q 86‐ E"
"Q 42‐ D","Q 87‐ A"
"Q 43‐ D","Q 88‐ E"
"Q 44‐ C","Q 89‐ E"
"Q 45‐ A","Q 90‐ D"
