"PROVA V",""
"V 01‐ E","V 46‐ B"
"V 02‐ D","V 47‐ A"
"V 03‐ A","V 48‐ B"
"V 04‐ C","V 49‐ E"
"V 05‐ D","V 50‐ A"
"V 06‐ E","V 51‐ C"
"V 07‐ C","V 52‐ E"
"V 08‐ B","V 53‐ C"
"V 09‐ A","V 54‐ D"
"V 10‐ B","V 55‐ C"
"V 11‐ E","V 56‐ B"
"V 12‐ C","V 57‐ C"
"V 13‐ B","V 58‐ A"
"V 14‐ D","V 59‐ D"
"V 15‐ E","V 60‐ B"
"V 16‐ A","V 61‐ D"
"V 17‐ A","V 62‐ B"
"V 18‐ D","V 63‐ A"
"V 19‐ C","V 64‐ E"
"V 20‐ B","V 65‐ C"
"V 21‐ E","V 66‐ E"
"V 22‐ D","V 67‐ B"
"V 23‐ B","V 68‐ C"
"V 24‐ C","V 69‐ E"
"V 25‐ D","V 70‐ C"
"V 26‐ A","V 71‐ E"
"V 27‐ A","V 72‐ B"
"V 28‐ D","V 73‐ B"
"V 29‐ E","V 74‐ D"
"V 30‐ C","V 75‐ C"
"V 31‐ D","V 76‐ D"
"V 32‐ B","V 77‐ D"
"V 33‐ B","V 78‐ C"
"V 34‐ C","V 79‐ A"
"V 35‐ E","V 80‐ A"
"V 36‐ A","V 81‐ D"
"V 37‐ E","V 82‐ A"
"V 38‐ E","V 83‐ A"
"V 39‐ D","V 84‐ B"
"V 40‐ B","V 85‐ C"
"V 41‐ D","V 86‐ B"
"V 42‐ E","V 87‐ C"
"V 43‐ B","V 88‐ D"
"V 44‐ C","V 89‐ B"
"V 45‐ D","V 90‐ E"
