"PROVA X",""
"X 01‐ E","X 46‐ A"
"X 02‐ C","X 47‐ A"
"X 03‐ B","X 48‐ B"
"X 04‐ D","X 49‐ C"
"X 05‐ E","X 50‐ B"
"X 06‐ A","X 51‐ C"
"X 07‐ A","X 52‐ D"
"X 08‐ D","X 53‐ B"
"X 09‐ C","X 54‐ E"
"X 10‐ B","X 55‐ D"
"X 11‐ E","X 56‐ B"
"X 12‐ E","X 57‐ A"
"X 13‐ D","X 58‐ B"
"X 14‐ A","X 59‐ E"
"X 15‐ C","X 60‐ A"
"X 16‐ D","X 61‐ C"
"X 17‐ E","X 62‐ E"
"X 18‐ C","X 63‐ C"
"X 19‐ B","X 64‐ D"
"X 20‐ A","X 65‐ C"
"X 21‐ B","X 66‐ B"
"X 22‐ B","X 67‐ C"
"X 23‐ D","X 68‐ A"
"X 24‐ E","X 69‐ D"
"X 25‐ B","X 70‐ B"
"X 26‐ C","X 71‐ D"
"X 27‐ D","X 72‐ B"
"X 28‐ B","X 73‐ A"
"X 29‐ C","X 74‐ E"
"X 30‐ D","X 75‐ C"
"X 31‐ A","X 76‐ E"
"X 32‐ A","X 77‐ B"
"X 33‐ D","X 78‐ C"
"X 34‐ E","X 79‐ E"
"X 35‐ C","X 80‐ C"
"X 36‐ D","X 81‐ E"
"X 37‐ B","X 82‐ B"
"X 38‐ B","X 83‐ B"
"X 39‐ C","X 84‐ D"
"X 40‐ E","X 85‐ C"
"X 41‐ A","X 86‐ D"
"X 42‐ E","X 87‐ D"
"X 43‐ E","X 88‐ C"
"X 44‐ D","X 89‐ A"
"X 45‐ D","X 90‐ A"
