"PROVA K",""
"K 01‐ E","K 46‐ E"
"K 02‐ C","K 47‐ E"
"K 03‐ E","K 48‐ D"
"K 04‐ B","K 49‐ A"
"K 05‐ B","K 50‐ C"
"K 06‐ D","K 51‐ D"
"K 07‐ C","K 52‐ E"
"K 08‐ D","K 53‐ C"
"K 09‐ D","K 54‐ B"
"K 10‐ C","K 55‐ A"
"K 11‐ A","K 56‐ B"
"K 12‐ A","K 57‐ D"
"K 13‐ D","K 58‐ B"
"K 14‐ B","K 59‐ C"
"K 15‐ A","K 60‐ D"
"K 16‐ B","K 61‐ A"
"K 17‐ E","K 62‐ A"
"K 18‐ A","K 63‐ D"
"K 19‐ C","K 64‐ E"
"K 20‐ E","K 65‐ C"
"K 21‐ C","K 66‐ D"
"K 22‐ D","K 67‐ B"
"K 23‐ C","K 68‐ B"
"K 24‐ B","K 69‐ C"
"K 25‐ C","K 70‐ E"
"K 26‐ A","K 71‐ A"
"K 27‐ D","K 72‐ E"
"K 28‐ B","K 73‐ E"
"K 29‐ D","K 74‐ D"
"K 30‐ B","K 75‐ E"
"K 31‐ A","K 76‐ C"
"K 32‐ E","K 77‐ B"
"K 33‐ C","K 78‐ D"
"K 34‐ E","K 79‐ E"
"K 35‐ B","K 80‐ A"
"K 36‐ C","K 81‐ A"
"K 37‐ D","K 82‐ D"
"K 38‐ A","K 83‐ C"
"K 39‐ A","K 84‐ B"
"K 40‐ B","K 85‐ E"
"K 41‐ C","K 86‐ B"
"K 42‐ B","K 87‐ D"
"K 43‐ C","K 88‐ E"
"K 44‐ D","K 89‐ B"
"K 45‐ B","K 90‐ C"
