"PROVA X",""
"X 01-B","X 46-E"
"X 02-D","X 47-E"
"X 03-C","X 48-C"
"X 04-B","X 49-A"
"X 05-E","X 50-D"
"X 06-A","X 51-E"
"X 07-E","X 52-C"
"X 08-C","X 53-B"
"X 09-D","X 54-C"
"X 10-A","X 55-B"
"X 11-D","X 56-B"
"X 12-B","X 57-C"
"X 13-B","X 58-E"
"X 14-C","X 59-A"
"X 15-A","X 60-D"
"X 16-E","X 61-C"
"X 17-C","X 62-A"
"X 18-E","X 63-E"
"X 19-A","X 64-D"
"X 20-D","X 65-D"
"X 21-E","X 66-C"
"X 22-A","X 67-B"
"X 23-C","X 68-D"
"X 24-B","X 69-B"
"X 25-C","X 70-E"
"X 26-B","X 71-A"
"X 27-D","X 72-C"
"X 28-E","X 73-A"
"X 29-A","X 74-E"
"X 30-D","X 75-D"
"X 31-E","X 76-C"
"X 32-A","X 77-E"
"X 33-E","X 78-B"
"X 34-B","X 79-D"
"X 35-A","X 80-A"
"X 36-C","X 81-E"
"X 37-B","X 82-C"
"X 38-D","X 83-A"
"X 39-C","X 84-B"
"X 40-C","X 85-E"
"X 41-B","X 86-B"
"X 42-D","X 87-D"
"X 43-A","X 88-A"
"X 44-D","X 89-C"
"X 45-A","X 90-D"
