"PROVA K",""
"1‐D","46‐D"
"2‐E","47‐C"
"3‐D","48‐B"
"4‐D","49‐C"
"5‐E","50‐B"
"6‐C","51‐D"
"7‐A","52‐E"
"8‐A","53‐A"
"9‐A","54‐C"
"10‐C","55‐E"
"11‐A","56‐A"
"12‐B","57‐B"
"13‐B","58‐D"
"14‐E","59‐C"
"15‐A","60‐A"
"16‐C","61‐B"
"17‐D","62‐A"
"18‐D","63‐C"
"19‐D","64‐E"
"20‐B","65‐D"
"21‐C","66‐E"
"22‐C","67‐B"
"23‐B","68‐D"
"24‐E","69‐E"
"25‐C","70‐D"
"26‐A","71‐C"
"27‐A","72‐B"
"28‐D","73‐B"
"29‐E","74‐A"
"30‐E","75‐C"
"31‐E","76‐A"
"32‐C","77‐C"
"33‐A","78‐E"
"34‐A","79‐B"
"35‐A","80‐C"
"36‐B","81‐A"
"37‐E","82‐B"
"38‐B","83‐D"
"39‐C","84‐A"
"40‐B","85‐E"
"41‐D","86‐D"
"42‐D","87‐A"
"43‐E","88‐C"
"44‐E","89‐C"
"45‐C","90‐B"
