"PROVA Q",""
"1‐A","46‐A"
"2‐C","47‐B"
"3‐A","48‐D"
"4‐C","49‐E"
"5‐E","50‐B"
"6‐B","51‐D"
"7‐E","52‐C"
"8‐D","53‐A"
"9‐B","54‐C"
"10‐C","55‐E"
"11‐B","56‐E"
"12‐D","57‐C"
"13‐A","58‐A"
"14‐E","59‐A"
"15‐D","60‐D"
"16‐C","61‐E"
"17‐C","62‐E"
"18‐B","63‐A"
"19‐A","64‐C"
"20‐B","65‐E"
"21‐A","66‐C"
"22‐C","67‐B"
"23‐C","68‐C"
"24‐D","69‐B"
"25‐B","70‐A"
"26‐C","71‐B"
"27‐C","72‐D"
"28‐B","73‐D"
"29‐B","74‐E"
"30‐D","75‐C"
"31‐D","76‐D"
"32‐E","77‐B"
"33‐A","78‐D"
"34‐E","79‐E"
"35‐C","80‐C"
"36‐A","81‐A"
"37‐D","82‐A"
"38‐E","83‐A"
"39‐A","84‐B"
"40‐A","85‐E"
"41‐C","86‐B"
"42‐A","87‐C"
"43‐B","88‐D"
"44‐D","89‐E"
"45‐D","90‐E"
