"PROVA X",""
"1‐A","46‐D"
"2‐A","47‐B"
"3‐A","48‐C"
"4‐D","49‐E"
"5‐E","50‐C"
"6‐E","51‐A"
"7‐B","52‐A"
"8‐D","53‐D"
"9‐C","54‐E"
"10‐D","55‐E"
"11‐B","56‐E"
"12‐C","57‐A"
"13‐E","58‐C"
"14‐C","59‐C"
"15‐B","60‐B"
"16‐E","61‐A"
"17‐A","62‐B"
"18‐C","63‐D"
"19‐E","64‐D"
"20‐C","65‐C"
"21‐A","66‐B"
"22‐B","67‐E"
"23‐B","68‐C"
"24‐D","69‐C"
"25‐D","70‐B"
"26‐E","71‐E"
"27‐C","72‐A"
"28‐B","73‐B"
"29‐B","74‐A"
"30‐C","75‐D"
"31‐E","76‐C"
"32‐B","77‐D"
"33‐E","78‐A"
"34‐D","79‐A"
"35‐A","80‐B"
"36‐C","81‐A"
"37‐A","82‐A"
"38‐D","83‐C"
"39‐D","84‐D"
"40‐B","85‐D"
"41‐E","86‐D"
"42‐A","87‐E"
"43‐C","88‐E"
"44‐B","89‐C"
"45‐C","90‐A"
