"PROVA Z",""
"1‐D","46‐A"
"2‐E","47‐C"
"3‐B","48‐C"
"4‐D","49‐B"
"5‐C","50‐E"
"6‐A","51‐D"
"7‐C","52‐A"
"8‐E","53‐B"
"9‐A","54‐A"
"10‐B","55‐C"
"11‐B","56‐D"
"12‐A","57‐A"
"13‐C","58‐C"
"14‐A","59‐B"
"15‐C","60‐C"
"16‐B","61‐B"
"17‐C","62‐C"
"18‐E","63‐C"
"19‐B","64‐B"
"20‐E","65‐D"
"21‐D","66‐D"
"22‐B","67‐E"
"23‐C","68‐A"
"24‐D","69‐C"
"25‐E","70‐D"
"26‐E","71‐B"
"27‐B","72‐A"
"28‐D","73‐A"
"29‐C","74‐C"
"30‐D","75‐E"
"31‐B","76‐C"
"32‐E","77‐A"
"33‐E","78‐A"
"34‐C","79‐B"
"35‐A","80‐D"
"36‐A","81‐D"
"37‐A","82‐D"
"38‐D","83‐E"
"39‐D","84‐E"
"40‐A","85‐C"
"41‐B","86‐A"
"42‐E","87‐A"
"43‐C","88‐D"
"44‐B","89‐E"
"45‐E","90‐E"
